2021-02-03 08:11:31,039|[1]|INFO |abdc7701ea7d|DotStatServices.Transfer.Program|dotstatsuite-core-transfer application configured. Version number: 6.0.0.0|
2021-02-03 08:30:26,364|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT DSD.DSD_ID, ART.ID, ART.VERSION, ART.AGENCY FROM DSD, DATAFLOW DF, ARTEFACT_VIEW ART WHERE DF.DSD_ID = DSD.DSD_ID AND DSD.DSD_ID = ART.ART_ID AND DF.DF_ID = @Id  |
2021-02-03 08:30:26,369|[14]|INFO |5b1f427307e7|Estat.Sri.MappingStoreRetrieval.Engine.ArtefactRetrieverEngine`1[[Org.Sdmxsource.Sdmx.Api.Model.Mutable.DataStructure.IDataflowMutableObject, Estat.SdmxSource.SdmxAPI, Version=8.1.2.0, Culture=neutral, PublicKeyToken=null]]|Executing Query: 'SELECT A.ART_ID AS SYSID, A.ID,  A.AGENCY, DBO.VERSIONTOSTRING(A.VERSION1, A.VERSION2, A.VERSION3) AS VERSION, A.VALID_FROM, A.VALID_TO, A.URI, A.IS_FINAL,LN.TEXT, LN.LANGUAGE, LN.TYPE,A.IS_STUB,A.SERVICE_URL,A.STRUCTURE_URL,A.ARTEFACT_TYPE  FROM ARTEFACT A LEFT OUTER JOIN LOCALISED_STRING LN ON LN.ART_ID = A.ART_ID WHERE IS_STUB = 1 AND ARTEFACT_TYPE IN ('Dataflow') AND  A.ID = @Id  AND A.Version1 =@Version1 AND A.Version2 = @Version2 AND (((A.Version3 is null) and (@Version3 is null)) or (((A.Version3 is not null) and (@Version3 is not null)) and ( A.Version3 = @Version3 ))) AND  A.AGENCY = @Agency ' with 'agency: TN1, id: DF_POP_ESTIMATION_AGE_SEX, version: 1.0'|
2021-02-03 08:30:26,371|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT A.ART_ID AS SYSID, A.ID,  A.AGENCY, DBO.VERSIONTOSTRING(A.VERSION1, A.VERSION2, A.VERSION3) AS VERSION, A.VALID_FROM, A.VALID_TO, A.URI, A.IS_FINAL,LN.TEXT, LN.LANGUAGE, LN.TYPE,A.IS_STUB,A.SERVICE_URL,A.STRUCTURE_URL,A.ARTEFACT_TYPE  FROM ARTEFACT A LEFT OUTER JOIN LOCALISED_STRING LN ON LN.ART_ID = A.ART_ID WHERE IS_STUB = 1 AND ARTEFACT_TYPE IN ('Dataflow') AND  A.ID = @Id  AND A.Version1 =@Version1 AND A.Version2 = @Version2 AND (((A.Version3 is null) and (@Version3 is null)) or (((A.Version3 is not null) and (@Version3 is not null)) and ( A.Version3 = @Version3 ))) AND  A.AGENCY = @Agency |
2021-02-03 08:30:26,409|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.SdmxObjects.Model.Objects.DataStructure.DataflowObjectCore|Building IDataflowObject from Mutable Object|
2021-02-03 08:30:26,412|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.SdmxObjects.Model.Objects.DataStructure.DataflowObjectCore|IDataflowObject Built urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=TN1:DF_POP_ESTIMATION_AGE_SEX(1.0)|
2021-02-03 08:30:26,415|[14]|INFO |5b1f427307e7|Estat.Sri.MappingStoreRetrieval.Engine.ArtefactRetrieverEngine`1[[Org.Sdmxsource.Sdmx.Api.Model.Mutable.DataStructure.IDataStructureMutableObject, Estat.SdmxSource.SdmxAPI, Version=8.1.2.0, Culture=neutral, PublicKeyToken=null]]|Executing Query: 'SELECT T.DSD_ID as SYSID, A.ID,  A.AGENCY, dbo.versionToString(A.VERSION1, A.VERSION2, A.VERSION3) as VERSION, A.VALID_FROM, A.VALID_TO, A.URI, A.IS_FINAL, A.SERVICE_URL, A.STRUCTURE_URL, LN.TEXT, LN.LANGUAGE, LN.TYPE  FROM DSD T INNER JOIN ARTEFACT A ON T.DSD_ID = A.ART_ID LEFT OUTER JOIN LOCALISED_STRING LN ON LN.ART_ID = A.ART_ID WHERE  A.ID = @Id  AND A.Version1 =@Version1 AND A.Version2 = @Version2 AND (((A.Version3 is null) and (@Version3 is null)) or (((A.Version3 is not null) and (@Version3 is not null)) and ( A.Version3 = @Version3 ))) AND  A.AGENCY = @Agency  ORDER BY A.ART_ID ' with 'agency: TN1, id: DSD_POP_ES, version: 1.1'|
2021-02-03 08:30:26,418|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT T.DSD_ID as SYSID, A.ID,  A.AGENCY, dbo.versionToString(A.VERSION1, A.VERSION2, A.VERSION3) as VERSION, A.VALID_FROM, A.VALID_TO, A.URI, A.IS_FINAL, A.SERVICE_URL, A.STRUCTURE_URL, LN.TEXT, LN.LANGUAGE, LN.TYPE  FROM DSD T INNER JOIN ARTEFACT A ON T.DSD_ID = A.ART_ID LEFT OUTER JOIN LOCALISED_STRING LN ON LN.ART_ID = A.ART_ID WHERE  A.ID = @Id  AND A.Version1 =@Version1 AND A.Version2 = @Version2 AND (((A.Version3 is null) and (@Version3 is null)) or (((A.Version3 is not null) and (@Version3 is not null)) and ( A.Version3 = @Version3 ))) AND  A.AGENCY = @Agency  ORDER BY A.ART_ID |
2021-02-03 08:30:26,419|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|select T.DSD_ID as SYSID, AN.ANN_ID, AN.ID, AN.TITLE, AN.TYPE, AN.URL, AT.LANGUAGE, AT.TEXT from ANNOTATION AN LEFT OUTER JOIN ANNOTATION_TEXT AT ON AN.ANN_ID = AT.ANN_ID INNER JOIN ARTEFACT_ANNOTATION AA ON AA.ANN_ID = AN.ANN_ID INNER JOIN DSD T ON T.DSD_ID = AA.ART_ID WHERE T.DSD_ID = @p_id |
2021-02-03 08:30:26,422|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT G.GR_ID AS GR_ID, G.ID AS GROUP_ID, C.ID as DIMENSION_REF FROM DSD D, DSD_GROUP G, DIM_GROUP DG, COMPONENT C WHERE D.DSD_ID = G.DSD_ID AND G.GR_ID = DG.GR_ID AND DG.COMP_ID = C.COMP_ID AND D.DSD_ID = @Id ORDER BY G.GR_ID |
2021-02-03 08:30:26,425|[14]|INFO |5b1f427307e7|Estat.Sri.MappingStoreRetrieval.Engine.IdentifiableAnnotationRetrieverEngine|Executing query for identifiable annotations : select T.GR_ID as SYSID, AN.ANN_ID, AN.ID, AN.TITLE, AN.TYPE, AN.URL, AT.LANGUAGE, AT.TEXT from ANNOTATION AN LEFT OUTER JOIN ANNOTATION_TEXT AT ON AN.ANN_ID = AT.ANN_ID INNER JOIN GROUP_ANNOTATION AA ON AA.ANN_ID = AN.ANN_ID INNER JOIN DSD_GROUP T ON T.GR_ID = AA.GR_ID WHERE T.DSD_ID = @p_id |
2021-02-03 08:30:26,429|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|select T.GR_ID as SYSID, AN.ANN_ID, AN.ID, AN.TITLE, AN.TYPE, AN.URL, AT.LANGUAGE, AT.TEXT from ANNOTATION AN LEFT OUTER JOIN ANNOTATION_TEXT AT ON AN.ANN_ID = AT.ANN_ID INNER JOIN GROUP_ANNOTATION AA ON AA.ANN_ID = AN.ANN_ID INNER JOIN DSD_GROUP T ON T.GR_ID = AA.GR_ID WHERE T.DSD_ID = @p_id |
2021-02-03 08:30:26,439|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT COMP.COMP_ID, COMP.TYPE, COMP.ID, RCS.ID as REP_CS_ID, RCS.VERSION as REP_CS_VERSION, RCS.AGENCY as REP_CS_AGENCY, I.ID as CONCEPTREF, CS.ID as CONCEPTSCHEME_ID, CS.VERSION as CONCEPT_VERSION, CS.AGENCY as CONCEPT_AGENCY, CL.ID as CODELIST_ID, CL.VERSION as CODELIST_VERSION, CL.AGENCY as CODELIST_AGENCY,  COMP.IS_FREQ_DIM, COMP.IS_MEASURE_DIM, COMP.ATT_ASS_LEVEL, COMP.ATT_STATUS, COMP.ATT_IS_TIME_FORMAT, COMP.XS_ATTLEVEL_DS, COMP.XS_ATTLEVEL_GROUP, COMP.XS_ATTLEVEL_SECTION, COMP.XS_ATTLEVEL_OBS, COMP.XS_MEASURE_CODE FROM DSD INNER JOIN COMPONENT COMP ON DSD.DSD_ID = COMP.DSD_ID INNER JOIN CONCEPT C ON COMP.CON_ID = C.CON_ID INNER JOIN ITEM I ON C.CON_ID = I.ITEM_ID INNER JOIN ARTEFACT_VIEW CS ON C.CON_SCH_ID = CS.ART_ID LEFT OUTER JOIN ARTEFACT_VIEW CL ON COMP.CL_ID = CL.ART_ID LEFT OUTER JOIN ARTEFACT_VIEW RCS ON COMP.CON_SCH_ID = RCS.ART_ID WHERE DSD.DSD_ID = @Id  ORDER BY COMP.COMP_ID |
2021-02-03 08:30:26,444|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT A.COMP_ID, A.ID as AID, D.ID as DID FROM ATTR_DIMS AD INNER JOIN COMPONENT A ON A.COMP_ID = AD.ATTR_ID INNER JOIN COMPONENT D ON D.COMP_ID = AD.DIM_ID WHERE A.DSD_ID = D.DSD_ID AND A.DSD_ID = @Id ORDER BY A.COMP_ID |
2021-02-03 08:30:26,460|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT t.COMP_ID, e.ENUM_NAME, e.ENUM_VALUE, t.FACET_VALUE from COMPONENT c INNER JOIN TEXT_FORMAT t ON t.COMP_ID = c.COMP_ID INNER JOIN ENUMERATIONS e ON t.FACET_TYPE_ENUM = e.ENUM_ID WHERE c.DSD_ID = @dsdId|
2021-02-03 08:30:26,462|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT COMP.COMP_ID, I.ID as CONCEPTREF, CS.ID as CONCEPTSCHEME_ID, CS.VERSION as CONCEPT_VERSION, CS.AGENCY as CONCEPT_AGENCY from COMPONENT COMP INNER JOIN CONCEPT_ROLE CR ON COMP.COMP_ID=CR.COMP_ID INNER JOIN CONCEPT C ON CR.CON_ID = C.CON_ID INNER JOIN ITEM I ON C.CON_ID = I.ITEM_ID INNER JOIN ARTEFACT_VIEW CS ON C.CON_SCH_ID = CS.ART_ID WHERE COMP.DSD_ID = @dsdId|
2021-02-03 08:30:26,462|[14]|INFO |5b1f427307e7|Estat.Sri.MappingStoreRetrieval.Engine.IdentifiableAnnotationRetrieverEngine|Executing query for identifiable annotations : select T.COMP_ID as SYSID, AN.ANN_ID, AN.ID, AN.TITLE, AN.TYPE, AN.URL, AT.LANGUAGE, AT.TEXT from ANNOTATION AN LEFT OUTER JOIN ANNOTATION_TEXT AT ON AN.ANN_ID = AT.ANN_ID INNER JOIN COMPONENT_ANNOTATION AA ON AA.ANN_ID = AN.ANN_ID INNER JOIN COMPONENT T ON T.COMP_ID = AA.COMP_ID WHERE T.DSD_ID = @p_id |
2021-02-03 08:30:26,463|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|select T.COMP_ID as SYSID, AN.ANN_ID, AN.ID, AN.TITLE, AN.TYPE, AN.URL, AT.LANGUAGE, AT.TEXT from ANNOTATION AN LEFT OUTER JOIN ANNOTATION_TEXT AT ON AN.ANN_ID = AT.ANN_ID INNER JOIN COMPONENT_ANNOTATION AA ON AA.ANN_ID = AN.ANN_ID INNER JOIN COMPONENT T ON T.COMP_ID = AA.COMP_ID WHERE T.DSD_ID = @p_id |
2021-02-03 08:30:26,463|[14]|INFO |5b1f427307e7|Estat.Sri.MappingStoreRetrieval.Engine.ArtefactRetrieverEngine`1[[Org.Sdmxsource.Sdmx.Api.Model.Mutable.DataStructure.IDataStructureMutableObject, Estat.SdmxSource.SdmxAPI, Version=8.1.2.0, Culture=neutral, PublicKeyToken=null]]|Executing Query: 'SELECT A.ART_ID AS SYSID, A.ID,  A.AGENCY, DBO.VERSIONTOSTRING(A.VERSION1, A.VERSION2, A.VERSION3) AS VERSION, A.VALID_FROM, A.VALID_TO, A.URI, A.IS_FINAL,LN.TEXT, LN.LANGUAGE, LN.TYPE,A.IS_STUB,A.SERVICE_URL,A.STRUCTURE_URL,A.ARTEFACT_TYPE  FROM ARTEFACT A LEFT OUTER JOIN LOCALISED_STRING LN ON LN.ART_ID = A.ART_ID WHERE IS_STUB = 1 AND ARTEFACT_TYPE IN ('DataStructure') AND  A.ID = @Id  AND A.Version1 =@Version1 AND A.Version2 = @Version2 AND (((A.Version3 is null) and (@Version3 is null)) or (((A.Version3 is not null) and (@Version3 is not null)) and ( A.Version3 = @Version3 ))) AND  A.AGENCY = @Agency ' with 'agency: TN1, id: DSD_POP_ES, version: 1.1'|
2021-02-03 08:30:26,464|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT A.ART_ID AS SYSID, A.ID,  A.AGENCY, DBO.VERSIONTOSTRING(A.VERSION1, A.VERSION2, A.VERSION3) AS VERSION, A.VALID_FROM, A.VALID_TO, A.URI, A.IS_FINAL,LN.TEXT, LN.LANGUAGE, LN.TYPE,A.IS_STUB,A.SERVICE_URL,A.STRUCTURE_URL,A.ARTEFACT_TYPE  FROM ARTEFACT A LEFT OUTER JOIN LOCALISED_STRING LN ON LN.ART_ID = A.ART_ID WHERE IS_STUB = 1 AND ARTEFACT_TYPE IN ('DataStructure') AND  A.ID = @Id  AND A.Version1 =@Version1 AND A.Version2 = @Version2 AND (((A.Version3 is null) and (@Version3 is null)) or (((A.Version3 is not null) and (@Version3 is not null)) and ( A.Version3 = @Version3 ))) AND  A.AGENCY = @Agency |
2021-02-03 08:30:26,467|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.SdmxObjects.Model.Objects.DataStructure.DataStructureObjectCore|Building DataStructureObject from Mutable Object|
2021-02-03 08:30:26,493|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.SdmxObjects.Model.Objects.DataStructure.DataStructureObjectCore|DataStructureObject Built urn:sdmx:org.sdmx.infomodel.datastructure.DataStructure=TN1:DSD_POP_ES(1.1)|
2021-02-03 08:30:26,577|[14]|DEBUG|5b1f427307e7|DotStat.MappingStore.MappingStoreDataAccess.DotStat.MappingStore.IMappingStoreDataAccess.GetDataflow|Fetching structure: demo-design-TN1:DF_POP_ESTIMATION_AGE_SEX(1.0)|
2021-02-03 08:30:26,577|[14]|DEBUG|5b1f427307e7|DotStat.MappingStore.MappingStoreDataAccess.DotStat.MappingStore.IMappingStoreDataAccess.GetDataflow|Cache miss: demo-design-TN1:DF_POP_ESTIMATION_AGE_SEX(1.0)|
2021-02-03 08:30:26,581|[14]|INFO |5b1f427307e7|Estat.Sri.MappingStoreRetrieval.Engine.ArtefactRetrieverEngine`1[[Org.Sdmxsource.Sdmx.Api.Model.Mutable.DataStructure.IDataflowMutableObject, Estat.SdmxSource.SdmxAPI, Version=8.1.2.0, Culture=neutral, PublicKeyToken=null]]|Executing Query: 'SELECT T.DF_ID as SYSID, A.ID,  A.AGENCY, dbo.versionToString(A.VERSION1, A.VERSION2, A.VERSION3) as VERSION, A.VALID_FROM, A.VALID_TO, A.URI, A.IS_FINAL, A.SERVICE_URL, A.STRUCTURE_URL, LN.TEXT, LN.LANGUAGE, LN.TYPE , PRODUCTION, EXTERNAL_USAGE,DATA_LAST_UPDATE FROM DATAFLOW T INNER JOIN ARTEFACT A ON T.DF_ID = A.ART_ID LEFT OUTER JOIN LOCALISED_STRING LN ON LN.ART_ID = A.ART_ID WHERE  A.ID = @Id  AND A.Version1 =@Version1 AND A.Version2 = @Version2 AND (((A.Version3 is null) and (@Version3 is null)) or (((A.Version3 is not null) and (@Version3 is not null)) and ( A.Version3 = @Version3 ))) AND  A.AGENCY = @Agency  ORDER BY A.ART_ID ' with 'agency: TN1, id: DF_POP_ESTIMATION_AGE_SEX, version: 1.0'|
2021-02-03 08:30:26,583|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT T.DF_ID as SYSID, A.ID,  A.AGENCY, dbo.versionToString(A.VERSION1, A.VERSION2, A.VERSION3) as VERSION, A.VALID_FROM, A.VALID_TO, A.URI, A.IS_FINAL, A.SERVICE_URL, A.STRUCTURE_URL, LN.TEXT, LN.LANGUAGE, LN.TYPE , PRODUCTION, EXTERNAL_USAGE,DATA_LAST_UPDATE FROM DATAFLOW T INNER JOIN ARTEFACT A ON T.DF_ID = A.ART_ID LEFT OUTER JOIN LOCALISED_STRING LN ON LN.ART_ID = A.ART_ID WHERE  A.ID = @Id  AND A.Version1 =@Version1 AND A.Version2 = @Version2 AND (((A.Version3 is null) and (@Version3 is null)) or (((A.Version3 is not null) and (@Version3 is not null)) and ( A.Version3 = @Version3 ))) AND  A.AGENCY = @Agency  ORDER BY A.ART_ID |
2021-02-03 08:30:26,584|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|select T.DF_ID as SYSID, AN.ANN_ID, AN.ID, AN.TITLE, AN.TYPE, AN.URL, AT.LANGUAGE, AT.TEXT from ANNOTATION AN LEFT OUTER JOIN ANNOTATION_TEXT AT ON AN.ANN_ID = AT.ANN_ID INNER JOIN ARTEFACT_ANNOTATION AA ON AA.ANN_ID = AN.ANN_ID INNER JOIN DATAFLOW T ON T.DF_ID = AA.ART_ID WHERE T.DF_ID = @p_id |
2021-02-03 08:30:26,584|[14]|DEBUG|5b1f427307e7|Estat.Sri.MappingStoreRetrieval.Engine.ArtefactRetrieverEngine`1[[Org.Sdmxsource.Sdmx.Api.Model.Mutable.DataStructure.IDataflowMutableObject, Estat.SdmxSource.SdmxAPI, Version=8.1.2.0, Culture=neutral, PublicKeyToken=null]]|RetrieveRef of Dsd SQL : SELECT DSD.DSD_ID, ART.ID, ART.VERSION, ART.AGENCY FROM DSD, DATAFLOW DF, ARTEFACT_VIEW ART WHERE DF.DSD_ID = DSD.DSD_ID AND DSD.DSD_ID = ART.ART_ID AND DF.DF_ID = @Id  |
2021-02-03 08:30:26,585|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT DSD.DSD_ID, ART.ID, ART.VERSION, ART.AGENCY FROM DSD, DATAFLOW DF, ARTEFACT_VIEW ART WHERE DF.DSD_ID = DSD.DSD_ID AND DSD.DSD_ID = ART.ART_ID AND DF.DF_ID = @Id  |
2021-02-03 08:30:26,585|[14]|INFO |5b1f427307e7|Estat.Sri.MappingStoreRetrieval.Engine.ArtefactRetrieverEngine`1[[Org.Sdmxsource.Sdmx.Api.Model.Mutable.DataStructure.IDataflowMutableObject, Estat.SdmxSource.SdmxAPI, Version=8.1.2.0, Culture=neutral, PublicKeyToken=null]]|Executing Query: 'SELECT A.ART_ID AS SYSID, A.ID,  A.AGENCY, DBO.VERSIONTOSTRING(A.VERSION1, A.VERSION2, A.VERSION3) AS VERSION, A.VALID_FROM, A.VALID_TO, A.URI, A.IS_FINAL,LN.TEXT, LN.LANGUAGE, LN.TYPE,A.IS_STUB,A.SERVICE_URL,A.STRUCTURE_URL,A.ARTEFACT_TYPE  FROM ARTEFACT A LEFT OUTER JOIN LOCALISED_STRING LN ON LN.ART_ID = A.ART_ID WHERE IS_STUB = 1 AND ARTEFACT_TYPE IN ('Dataflow') AND  A.ID = @Id  AND A.Version1 =@Version1 AND A.Version2 = @Version2 AND (((A.Version3 is null) and (@Version3 is null)) or (((A.Version3 is not null) and (@Version3 is not null)) and ( A.Version3 = @Version3 ))) AND  A.AGENCY = @Agency ' with 'agency: TN1, id: DF_POP_ESTIMATION_AGE_SEX, version: 1.0'|
2021-02-03 08:30:26,585|[14]|INFO |5b1f427307e7|org.estat.sri.sqlquerylogger|SELECT A.ART_ID AS SYSID, A.ID,  A.AGENCY, DBO.VERSIONTOSTRING(A.VERSION1, A.VERSION2, A.VERSION3) AS VERSION, A.VALID_FROM, A.VALID_TO, A.URI, A.IS_FINAL,LN.TEXT, LN.LANGUAGE, LN.TYPE,A.IS_STUB,A.SERVICE_URL,A.STRUCTURE_URL,A.ARTEFACT_TYPE  FROM ARTEFACT A LEFT OUTER JOIN LOCALISED_STRING LN ON LN.ART_ID = A.ART_ID WHERE IS_STUB = 1 AND ARTEFACT_TYPE IN ('Dataflow') AND  A.ID = @Id  AND A.Version1 =@Version1 AND A.Version2 = @Version2 AND (((A.Version3 is null) and (@Version3 is null)) or (((A.Version3 is not null) and (@Version3 is not null)) and ( A.Version3 = @Version3 ))) AND  A.AGENCY = @Agency |
2021-02-03 08:30:26,586|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.SdmxObjects.Model.Objects.DataStructure.DataflowObjectCore|Building IDataflowObject from Mutable Object|
2021-02-03 08:30:26,586|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.SdmxObjects.Model.Objects.DataStructure.DataflowObjectCore|IDataflowObject Built urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=TN1:DF_POP_ESTIMATION_AGE_SEX(1.0)|
2021-02-03 08:30:26,592|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.StructureRetrieval.Manager.BaseSdmxObjectRetrievalManager|resolve references for beans create new cross reference resolver engine|
2021-02-03 08:30:26,595|[14]|INFO |5b1f427307e7|Org.Sdmxsource.Sdmx.StructureRetrieval.Engine.CrossReferenceResolverEngineCore|Resolve References, bean retrieval manager: Estat.Sri.MappingStoreRetrieval.Manager.MappingStoreSdmxObjectRetrievalManager|
2021-02-03 08:30:26,595|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.StructureRetrieval.Engine.CrossReferenceResolverEngineCore|numberBeansLast= 0|
2021-02-03 08:30:26,596|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.StructureRetrieval.Engine.CrossReferenceResolverEngineCore|numberReferencesLast= 0|
2021-02-03 08:30:26,598|[14]|INFO |5b1f427307e7|Org.Sdmxsource.Sdmx.StructureRetrieval.Engine.CrossReferenceResolverEngineCore|Resolve References, bean retrieval manager: Estat.Sri.MappingStoreRetrieval.Manager.MappingStoreSdmxObjectRetrievalManager|
2021-02-03 08:30:26,610|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.StructureRetrieval.Engine.CrossReferenceResolverEngineCore|Resolving References For : urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=TN1:DF_POP_ESTIMATION_AGE_SEX(1.0)|
2021-02-03 08:30:26,615|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.StructureRetrieval.Engine.CrossReferenceResolverEngineCore|Number of References : 1|
2021-02-03 08:30:26,617|[14]|DEBUG|5b1f427307e7|Org.Sdmxsource.Sdmx.StructureRetrieval.Engine.CrossReferenceResolverEngineCore|Resolving Reference 1: Cross Reference : urn:sdmx:org.sdmx.infomodel.datastructure.DataStructure=TN1:DSD_POP_ES(1.1) - referenced from -Dataflow|
2021-02-03 08:30:26,617|[14]|INFO |5b1f427307e7|Org.Sdmxsource.Sdmx.StructureRetrieval.Engine.CrossReferenceResolverEngineCore|IdentifiableBean 'Cross Reference : urn:sdmx:org.sdmx.infomodel.datastructure.DataStructure=TN1:DSD_POP_ES(1.1)' not found locally, check IdentifiableRetrievalManager|
